sentence_id,sentence,word,label,prediction
1,Puno hvala from Deutschland,Puno,BS,BS
1,Puno hvala from Deutschland,hvala,BS,BS
1,Puno hvala from Deutschland,from,O,O
1,Puno hvala from Deutschland,Deutschland,DE,DE
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",Ne,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",znam,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",koliko,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",ce,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",ti,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",bit,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",uspjesno,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",dobit,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",vizu,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",za,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",Njemacku,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",uzet,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",u,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",obzir,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",da,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",je,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",ovdje,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",Ausländerbehörde,DE,DE
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",u,BS,BS
2,"Ne znam koliko ce ti bit uspjesno dobit vizu za Njemacku, uzet u obzir da je ovdje Ausländerbehörde u rasulu.",rasulu,BS,BS
3,"Ich komme kasnije kući, [NAME] me zadržao na poslu.",Ich,DE,DE
3,"Ich komme kasnije kući, [NAME] me zadržao na poslu.",komme,DE,DE
3,"Ich komme kasnije kući, [NAME] me zadržao na poslu.",kasnije,BS,BS
3,"Ich komme kasnije kući, [NAME] me zadržao na poslu.",kući,BS,BS
3,"Ich komme kasnije kući, [NAME] me zadržao na poslu.",[NAME],O,O
3,"Ich komme kasnije kući, [NAME] me zadržao na poslu.",me,BS,BS
3,"Ich komme kasnije kući, [NAME] me zadržao na poslu.",zadržao,BS,BS
3,"Ich komme kasnije kući, [NAME] me zadržao na poslu.",na,BS,BS
3,"Ich komme kasnije kući, [NAME] me zadržao na poslu.",poslu,BS,BS
4,Jel možeš kupiti Brot kad ideš iz Arbeit?,Jel,BS,BS
4,Jel možeš kupiti Brot kad ideš iz Arbeit?,možeš,BS,BS
4,Jel možeš kupiti Brot kad ideš iz Arbeit?,kupiti,BS,BS
4,Jel možeš kupiti Brot kad ideš iz Arbeit?,Brot,DE,DE
4,Jel možeš kupiti Brot kad ideš iz Arbeit?,kad,BS,BS
4,Jel možeš kupiti Brot kad ideš iz Arbeit?,ideš,BS,BS
4,Jel možeš kupiti Brot kad ideš iz Arbeit?,iz,BS,BS
4,Jel možeš kupiti Brot kad ideš iz Arbeit?,Arbeit,DE,DE
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",[NAME],O,O
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",je,BS,BS
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",rekao,BS,BS
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",da,BS,BS
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",će,BS,BS
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",doći,BS,BS
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",oko,BS,BS
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",18h,O,O
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",aber,DE,DE
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",nisam,BS,BS
5,"[NAME] je rekao da će doći oko 18h, aber nisam sigurna.",sigurna,BS,BS
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",Moram,BS,BS
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",morgen,DE,DE
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",früh,DE,DE
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",aufstehen,DE,DE
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",imamo,BS,BS
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",Termin,DE,DE
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",kod,BS,BS
6,"Moram morgen früh aufstehen, imamo Termin kod doktora.",doktora,BS,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,Jesi,BS,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,vidjela,BS,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,gdje,BS,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,sam,BS,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,ostavio,BS,BS
7,Jesi vidjela gdje sam ostavio Schlüssel?,Schlüssel,DE,DE
8,"Možeš li poslati Adresse opet, ne mogu naći.",Možeš,BS,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",li,BS,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",poslati,BS,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",Adresse,DE,DE
8,"Možeš li poslati Adresse opet, ne mogu naći.",opet,BS,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",ne,BS,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",mogu,BS,BS
8,"Možeš li poslati Adresse opet, ne mogu naći.",naći,BS,BS
9,"Danas sam totalno müde, nisam spavao dobro.",Danas,BS,BS
9,"Danas sam totalno müde, nisam spavao dobro.",sam,BS,BS
9,"Danas sam totalno müde, nisam spavao dobro.",totalno,BS,BS
9,"Danas sam totalno müde, nisam spavao dobro.",müde,DE,DE
9,"Danas sam totalno müde, nisam spavao dobro.",nisam,BS,BS
9,"Danas sam totalno müde, nisam spavao dobro.",spavao,BS,BS
9,"Danas sam totalno müde, nisam spavao dobro.",dobro,BS,BS
10,"[NAME] je poslao Nachricht, kaže da kasni.",[NAME],O,O
10,"[NAME] je poslao Nachricht, kaže da kasni.",je,BS,BS
10,"[NAME] je poslao Nachricht, kaže da kasni.",poslao,BS,BS
10,"[NAME] je poslao Nachricht, kaže da kasni.",Nachricht,DE,DE
10,"[NAME] je poslao Nachricht, kaže da kasni.",kaže,BS,BS
10,"[NAME] je poslao Nachricht, kaže da kasni.",da,BS,BS
10,"[NAME] je poslao Nachricht, kaže da kasni.",kasni,BS,BS
11,Moram brzo einkaufen prije nego zatvore.,Moram,BS,BS
11,Moram brzo einkaufen prije nego zatvore.,brzo,BS,BS
11,Moram brzo einkaufen prije nego zatvore.,einkaufen,DE,DE
11,Moram brzo einkaufen prije nego zatvore.,prije,BS,BS
11,Moram brzo einkaufen prije nego zatvore.,nego,BS,BS
11,Moram brzo einkaufen prije nego zatvore.,zatvore,BS,BS
12,Jesi li platio Rechnung za struju?,Jesi,BS,BS
12,Jesi li platio Rechnung za struju?,li,BS,BS
12,Jesi li platio Rechnung za struju?,platio,BS,BS
12,Jesi li platio Rechnung za struju?,Rechnung,DE,DE
12,Jesi li platio Rechnung za struju?,za,BS,BS
12,Jesi li platio Rechnung za struju?,struju,BS,BS
13,[NAME] kaže da dolazi sutra aus Deutschland.,[NAME],O,O
13,[NAME] kaže da dolazi sutra aus Deutschland.,kaže,BS,BS
13,[NAME] kaže da dolazi sutra aus Deutschland.,da,BS,BS
13,[NAME] kaže da dolazi sutra aus Deutschland.,dolazi,BS,BS
13,[NAME] kaže da dolazi sutra aus Deutschland.,sutra,BS,BS
13,[NAME] kaže da dolazi sutra aus Deutschland.,aus,DE,DE
13,[NAME] kaže da dolazi sutra aus Deutschland.,Deutschland,DE,DE
14,Moram završiti ovaj Bericht danas.,Moram,BS,BS
14,Moram završiti ovaj Bericht danas.,završiti,BS,BS
14,Moram završiti ovaj Bericht danas.,ovaj,BS,BS
14,Moram završiti ovaj Bericht danas.,Bericht,DE,DE
14,Moram završiti ovaj Bericht danas.,danas,BS,BS
15,"Ich komme später, Verkehr je katastrofa.",Ich,DE,DE
15,"Ich komme später, Verkehr je katastrofa.",komme,DE,DE
15,"Ich komme später, Verkehr je katastrofa.",später,DE,DE
15,"Ich komme später, Verkehr je katastrofa.",Verkehr,DE,DE
15,"Ich komme später, Verkehr je katastrofa.",je,BS,BS
15,"Ich komme später, Verkehr je katastrofa.",katastrofa,BS,BS
16,Jel možeš poslati Telefonnummer od [NAME]?,Jel,BS,BS
16,Jel možeš poslati Telefonnummer od [NAME]?,možeš,BS,BS
16,Jel možeš poslati Telefonnummer od [NAME]?,poslati,BS,BS
16,Jel možeš poslati Telefonnummer od [NAME]?,Telefonnummer,DE,DE
16,Jel možeš poslati Telefonnummer od [NAME]?,od,BS,BS
16,Jel možeš poslati Telefonnummer od [NAME]?,[NAME],O,O
17,Danas sam radio Überstunden.,Danas,BS,BS
17,Danas sam radio Überstunden.,sam,BS,BS
17,Danas sam radio Überstunden.,radio,BS,BS
17,Danas sam radio Überstunden.,Überstunden,DE,DE
18,Moram još Email schreiben.,Moram,BS,BS
18,Moram još Email schreiben.,još,BS,BS
18,Moram još Email schreiben.,Email,O,O
18,Moram još Email schreiben.,schreiben,DE,DE
19,[NAME] je rekao da će donijeti stvari.,[NAME],O,O
19,[NAME] je rekao da će donijeti stvari.,je,BS,BS
19,[NAME] je rekao da će donijeti stvari.,rekao,BS,BS
19,[NAME] je rekao da će donijeti stvari.,da,BS,BS
19,[NAME] je rekao da će donijeti stvari.,će,BS,BS
19,[NAME] je rekao da će donijeti stvari.,donijeti,BS,BS
19,[NAME] je rekao da će donijeti stvari.,stvari,BS,BS
20,"Ich gehe sada schlafen, baš sam umoran.",Ich,DE,DE
20,"Ich gehe sada schlafen, baš sam umoran.",gehe,DE,DE
20,"Ich gehe sada schlafen, baš sam umoran.",sada,BS,BS
20,"Ich gehe sada schlafen, baš sam umoran.",schlafen,DE,DE
20,"Ich gehe sada schlafen, baš sam umoran.",baš,BS,BS
20,"Ich gehe sada schlafen, baš sam umoran.",sam,BS,BS
20,"Ich gehe sada schlafen, baš sam umoran.",umoran,BS,BS
21,Jesi li vidjela moj Laptop?,Jesi,BS,BS
21,Jesi li vidjela moj Laptop?,li,BS,BS
21,Jesi li vidjela moj Laptop?,vidjela,BS,BS
21,Jesi li vidjela moj Laptop?,moj,BS,BS
21,Jesi li vidjela moj Laptop?,Laptop,O,O
22,"Moram nešto essen, nisam cijeli dan.",Moram,BS,BS
22,"Moram nešto essen, nisam cijeli dan.",nešto,BS,BS
22,"Moram nešto essen, nisam cijeli dan.",essen,DE,DE
22,"Moram nešto essen, nisam cijeli dan.",nisam,BS,BS
22,"Moram nešto essen, nisam cijeli dan.",cijeli,BS,BS
22,"Moram nešto essen, nisam cijeli dan.",dan,BS,BS
23,Danas je bio baš stressig Tag.,Danas,BS,BS
23,Danas je bio baš stressig Tag.,je,BS,BS
23,Danas je bio baš stressig Tag.,bio,BS,BS
23,Danas je bio baš stressig Tag.,baš,BS,BS
23,Danas je bio baš stressig Tag.,stressig,DE,DE
23,Danas je bio baš stressig Tag.,Tag,DE,DE
24,[NAME] je rekao da je stigao kući.,[NAME],O,O
24,[NAME] je rekao da je stigao kući.,je,BS,BS
24,[NAME] je rekao da je stigao kući.,rekao,BS,BS
24,[NAME] je rekao da je stigao kući.,da,BS,BS
24,[NAME] je rekao da je stigao kući.,je,BS,BS
24,[NAME] je rekao da je stigao kući.,stigao,BS,BS
24,[NAME] je rekao da je stigao kući.,kući,BS,BS
25,Možeš li poslati Lokaciju opet?,Možeš,BS,BS
25,Možeš li poslati Lokaciju opet?,li,BS,BS
25,Možeš li poslati Lokaciju opet?,poslati,BS,BS
25,Možeš li poslati Lokaciju opet?,Lokaciju,BS,BS
25,Možeš li poslati Lokaciju opet?,opet,BS,BS
26,"Moram brzo gehen, kasnim.",Moram,BS,BS
26,"Moram brzo gehen, kasnim.",brzo,BS,BS
26,"Moram brzo gehen, kasnim.",gehen,DE,DE
26,"Moram brzo gehen, kasnim.",kasnim,BS,BS
27,"Ich komme odmah, samo da završim.",Ich,DE,DE
27,"Ich komme odmah, samo da završim.",komme,DE,DE
27,"Ich komme odmah, samo da završim.",odmah,BS,BS
27,"Ich komme odmah, samo da završim.",samo,BS,BS
27,"Ich komme odmah, samo da završim.",da,BS,BS
27,"Ich komme odmah, samo da završim.",završim,BS,BS
28,Jesi li pričala sa [NAME]?,Jesi,BS,BS
28,Jesi li pričala sa [NAME]?,li,BS,BS
28,Jesi li pričala sa [NAME]?,pričala,BS,BS
28,Jesi li pričala sa [NAME]?,sa,BS,BS
28,Jesi li pričala sa [NAME]?,[NAME],O,O
29,Danas imam Meeting cijeli dan.,Danas,BS,BS
29,Danas imam Meeting cijeli dan.,imam,BS,BS
29,Danas imam Meeting cijeli dan.,Meeting,O,O
29,Danas imam Meeting cijeli dan.,cijeli,BS,BS
29,Danas imam Meeting cijeli dan.,dan,BS,BS
30,Moram još telefonieren.,Moram,BS,BS
30,Moram još telefonieren.,još,BS,BS
30,Moram još telefonieren.,telefonieren,DE,DE
31,[NAME] kaže da je sve riješeno.,[NAME],O,O
31,[NAME] kaže da je sve riješeno.,kaže,BS,BS
31,[NAME] kaže da je sve riješeno.,da,BS,BS
31,[NAME] kaže da je sve riješeno.,je,BS,BS
31,[NAME] kaže da je sve riješeno.,sve,BS,BS
31,[NAME] kaže da je sve riješeno.,riješeno,BS,BS
32,Moram još malo arbeiten.,Moram,BS,BS
32,Moram još malo arbeiten.,još,BS,BS
32,Moram još malo arbeiten.,malo,BS,BS
32,Moram još malo arbeiten.,arbeiten,DE,DE
33,Danas imam viel Arbeit.,Danas,BS,BS
33,Danas imam viel Arbeit.,imam,BS,BS
33,Danas imam viel Arbeit.,viel,DE,DE
33,Danas imam viel Arbeit.,Arbeit,DE,DE
34,Moram brzo fertig sein.,Moram,BS,BS
34,Moram brzo fertig sein.,brzo,BS,BS
34,Moram brzo fertig sein.,fertig,DE,DE
34,Moram brzo fertig sein.,sein,DE,DE
35,Danas imam Termin kod [PLACE].,Danas,BS,BS
35,Danas imam Termin kod [PLACE].,imam,BS,BS
35,Danas imam Termin kod [PLACE].,Termin,DE,DE
35,Danas imam Termin kod [PLACE].,kod,BS,BS
35,Danas imam Termin kod [PLACE].,[PLACE],O,O
36,Danas sam bio u Büro.,Danas,BS,BS
36,Danas sam bio u Büro.,sam,BS,BS
36,Danas sam bio u Büro.,bio,BS,BS
36,Danas sam bio u Büro.,u,BS,BS
36,Danas sam bio u Büro.,Büro,DE,DE
37,Moram još telefonirati.,Moram,BS,BS
37,Moram još telefonirati.,još,BS,BS
37,Moram još telefonirati.,telefonirati,DE,DE
38,Ich komme za 5 minuta.,Ich,DE,DE
38,Ich komme za 5 minuta.,komme,DE,DE
38,Ich komme za 5 minuta.,za,BS,BS
38,Ich komme za 5 minuta.,5,O,O
38,Ich komme za 5 minuta.,minuta,BS,BS
39,Jesi li pričala sa [NAME] wegen Termin sutra?,Jesi,BS,BS
39,Jesi li pričala sa [NAME] wegen Termin sutra?,li,BS,BS
39,Jesi li pričala sa [NAME] wegen Termin sutra?,pričala,BS,BS
39,Jesi li pričala sa [NAME] wegen Termin sutra?,sa,BS,BS
39,Jesi li pričala sa [NAME] wegen Termin sutra?,[NAME],O,O
39,Jesi li pričala sa [NAME] wegen Termin sutra?,wegen,DE,DE
39,Jesi li pričala sa [NAME] wegen Termin sutra?,Termin,DE,DE
39,Jesi li pričala sa [NAME] wegen Termin sutra?,sutra,BS,BS
40,Danas idem u Arbeit malo kasnije.,Danas,BS,BS
40,Danas idem u Arbeit malo kasnije.,idem,BS,BS
40,Danas idem u Arbeit malo kasnije.,u,BS,BS
40,Danas idem u Arbeit malo kasnije.,Arbeit,DE,DE
40,Danas idem u Arbeit malo kasnije.,malo,BS,BS
40,Danas idem u Arbeit malo kasnije.,kasnije,BS,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",Možeš,BS,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",li,BS,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",nazvati,BS,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",[NAME],O,O
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",ja,BS,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",sam,BS,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",sada,BS,BS
41,"Možeš li nazvati [NAME], ja sam sada beschäftigt.",beschäftigt,DE,DE
42,Ich komme kući oko 19h.,Ich,DE,DE
42,Ich komme kući oko 19h.,komme,DE,DE
42,Ich komme kući oko 19h.,kući,BS,BS
42,Ich komme kući oko 19h.,oko,BS,BS
42,Ich komme kući oko 19h.,19h,O,O
43,Moram još završiti ovaj Bericht prije nego krenem.,Moram,BS,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,još,BS,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,završiti,BS,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,ovaj,BS,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,Bericht,DE,DE
43,Moram još završiti ovaj Bericht prije nego krenem.,prije,BS,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,nego,BS,BS
43,Moram još završiti ovaj Bericht prije nego krenem.,krenem,BS,BS
44,Jesi li vidio gdje je Rechnung od struje?,Jesi,BS,BS
44,Jesi li vidio gdje je Rechnung od struje?,li,BS,BS
44,Jesi li vidio gdje je Rechnung od struje?,vidio,BS,BS
44,Jesi li vidio gdje je Rechnung od struje?,gdje,BS,BS
44,Jesi li vidio gdje je Rechnung od struje?,je,BS,BS
44,Jesi li vidio gdje je Rechnung od struje?,Rechnung,DE,DE
44,Jesi li vidio gdje je Rechnung od struje?,od,BS,BS
44,Jesi li vidio gdje je Rechnung od struje?,struje,BS,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",Danas,BS,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",sam,BS,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",bio,BS,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",kod,BS,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",Arzt,DE,DE
45,"Danas sam bio kod Arzt, rekao je da odmorim.",rekao,BS,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",je,BS,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",da,BS,BS
45,"Danas sam bio kod Arzt, rekao je da odmorim.",odmorim,BS,BS
46,Moram još nešto einkaufen.,Moram,BS,BS
46,Moram još nešto einkaufen.,još,BS,BS
46,Moram još nešto einkaufen.,nešto,BS,BS
46,Moram još nešto einkaufen.,einkaufen,DE,DE
47,Moram još malo lernen.,Moram,BS,BS
47,Moram još malo lernen.,još,BS,BS
47,Moram još malo lernen.,malo,BS,BS
47,Moram još malo lernen.,lernen,DE,DE
48,Jesi li provjerila sve dokumente?,Jesi,BS,BS
48,Jesi li provjerila sve dokumente?,li,BS,BS
48,Jesi li provjerila sve dokumente?,provjerila,BS,BS
48,Jesi li provjerila sve dokumente?,sve,BS,BS
48,Jesi li provjerila sve dokumente?,dokumente,DE,DE
49,Moram još telefonirati sa [NAME].,Moram,BS,BS
49,Moram još telefonirati sa [NAME].,još,BS,BS
49,Moram još telefonirati sa [NAME].,telefonirati,DE,DE
49,Moram još telefonirati sa [NAME].,sa,BS,BS
49,Moram još telefonirati sa [NAME].,[NAME],O,O
50,Ich komme kasnije zbog Verkehr.,Ich,DE,DE
50,Ich komme kasnije zbog Verkehr.,komme,DE,DE
50,Ich komme kasnije zbog Verkehr.,kasnije,BS,BS
50,Ich komme kasnije zbog Verkehr.,zbog,BS,BS
50,Ich komme kasnije zbog Verkehr.,Verkehr,DE,DE
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",Ne,BS,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",znam,BS,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",jel,BS,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",si,BS,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",vidio,BS,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",mail,O,O
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",od,BS,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",Jobcentera,DE,DE
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",traže,BS,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",još,BS,BS
51,"Ne znam jel si vidio mail od Jobcentera, traže još papira.",papira,BS,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",Morat,BS,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",ćeš,BS,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",ići,BS,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",u,BS,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",Rathaus,DE,DE
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",da,BS,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",to,BS,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",riješiš,BS,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",drugačije,BS,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",neće,BS,BS
52,"Morat ćeš ići u Rathaus da to riješiš, drugačije neće ići.",ići,BS,BS
53,Mislim da ti bez Anmeldunga neće ništa završiti.,Mislim,BS,BS
53,Mislim da ti bez Anmeldunga neće ništa završiti.,da,BS,BS
53,Mislim da ti bez Anmeldunga neće ništa završiti.,ti,BS,BS
